Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Westeinde 15,Noordwijk (ZH),€ 749.000,355 m²,191 m²,1969,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,€ 4.481
Maniladreef 12,Utrecht,€ 450.000,139 m²,132 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,4.695
Ardèchelaan 2,Zevenaar,€ 395.000,284 m²,129 m²,1987,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,"Achtertuin, voortuin en zijtuin",2.905
Koningsvaren 91,Purmerend,€ 400.000,131 m²,119 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,3.805
Hofstad 20,Esbeek,€ 405.000,181 m²,120 m²,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,845
Gielinklaan 23,Dinxperlo,€ 524.500,716 m²,162 m²,1981,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in centrum,Tuin rondom,2.390
Oliemolensingel 96,Enschede,€ 435.000,165 m²,145 m²,1932,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met leisteen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,Aan drukke weg,Achtertuin en voortuin,5.715
Punter 13,Honselersdijk,€ 470.000,116 m²,132 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,1.000
Burgemeester Avisstraat 8,Midwoud,€ 375.000,183 m²,121 m²,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.065
Peddelkreek 9,Spijkenisse,€ 285.000,150 m²,94 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,1.875
Lonnekerspoorlaan 72,Enschede,€ 650.000,178 m²,159 m²,2007,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.410
Eikenlaan 95,Borculo,€ 248.000,153 m²,107 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,1.000
Burgemeester H.J. Wichersstraat 12,Winschoten,€ 525.000,395 m²,256 m²,1914,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en leisteen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,"3 woonlagen, een zolder en een kelder",D,Aan park en in centrum,Achtertuin en voortuin,4.190
Alkmaardermeer 24,Amersfoort,€ 769.000,260 m²,160 m²,2011,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.635
Merelerf 21,Numansdorp,€ 698.000,583 m²,184 m²,1982,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, beschutte ligging en in centrum",Tuin rondom,7.665
Sering 30,Cuijk,€ 579.000,610 m²,167 m²,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",6.825
Baak van Bruinisse 4,Amersfoort,€ 425.000,107 m²,99 m²,2012,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,€ 4.077
Carolus Simplexplein 1,Netersel,€ 650.000,961 m²,172 m²,1960,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,Open ligging en vrij uitzicht,Tuin rondom,875
Joop den Uylhof 16,Veenendaal,€ 395.000,129 m²,120 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,6.020
Mercuriusstraat 28,IJmuiden,€ 399.000,143 m²,114 m²,1962,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.195
Adriaan Menninckkwartier 31,Utrecht,€ 524.950,67 m²,140 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,4.020
Wilgensingel 185,Rotterdam,€ 650.000,230 m²,112 m²,1952,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,E,"Aan rustige weg, aan water en vrij uitzicht",Achtertuin en voortuin,17.060
Marktstraat 8,Bladel,€ 350.000,180 m²,112 m²,1986,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In centrum,Achtertuin,1.065
Haarmos 18,Reeuwijk,€ 450.000,145 m²,112 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 4.227
Kerkstraat 25,Nieuwveen,€ 460.000,148 m²,125 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,E,In centrum,Achtertuin en voortuin,1.360
Kerkdreef 15,Nijeholtpade,€ 399.000,565 m²,114 m²,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,,Tuin rondom,205
J.H. Kruitstraat 24,Gasselternijveenschemond,€ 350.000,430 m²,132 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in bosrijke omgeving, in woonwijk en landelijk gelegen","Achtertuin, voortuin en zijtuin",600
Geermanstraat 95,Geesteren (OV),€ 495.000,610 m²,146 m²,1985,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Tuin rondom,2.520
Bunderstraat 2,Meerssen,€ 1.250.000,1.208 m²,633 m²,1813,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,15 kamers (9 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,G,In centrum,Achtertuin,5.595
Doornikstraat 8,Etten-Leur,€ 415.000,239 m²,108 m²,1969,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,755
Ommeslag 5,Gouda,€ 739.000,395 m²,172 m²,1993,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.280
Verlengde Middenraai 50,Nieuw-Balinge,€ 495.000,5.229 m²,173 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan water, landelijk gelegen en vrij uitzicht",Tuin rondom,790
Kemphaan 31,Raalte,€ 569.000,415 m²,152 m²,1993,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Tuin rondom,1.665
Tonselsedreef 67,Harderwijk,€ 395.000,176 m²,133 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.150
Hoofdstraat 104,Bergambacht,€ 895.000,1.238 m²,367 m²,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,11 kamers (9 slaapkamers),4 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,Beschutte ligging en in centrum,Tuin rondom,1.120
Tussenlanen 20,Bergambacht,€ 2.600.000,45.245 m²,322 m²,2000,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met riet,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,"Aan rustige weg, aan water, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,145
Kennemerland 8,Assen,€ 275.000,328 m²,141 m²,1975,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",1.045
Molenakker 5,Den Hout,€ 399.000,402 m²,124 m²,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.050
Badhuisweg 58,Apeldoorn,€ 795.000,227 m²,159 m²,1915,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",1.125
Regenboog 23,Loosdrecht,€ 550.000,221 m²,113 m²,1976,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.430
Zalm 5,Amersfoort,€ 398.000,62 m²,155 m²,2001,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",,1.540
Medeaschouw 58,Zoetermeer,€ 400.000,106 m²,125 m²,1978,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,6 woonlagen,C,In woonwijk,Voortuin,9.440
Van Naeltwijckstraat 7,Wassenaar,€ 690.000,182 m²,130 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.120
Vliegenstein 38,Hattem,€ 475.000,355 m²,102 m²,1968,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,In woonwijk,Achtertuin en voortuin,2.940
Raadhuisstraat 25,Wijdenes,€ 298.500,230 m²,132 m²,1970,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.040
Margrietlaan 16,Ruurlo,€ 269.000,287 m²,88 m²,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,980
Iepenlaan 66,Bloemendaal,€ 2.700.000,794 m²,282 m²,1928,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,7 kamers (6 slaapkamers),3 badkamers en 2 aparte toiletten,4 woonlagen,C,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.990
Jan Glijnisweg 36 a,Heerhugowaard,€ 995.000,1.356 m²,197 m²,2009,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Beschutte ligging, in woonwijk en landelijk gelegen",Achtertuin en voortuin,535
Galjoen 19 12,Lelystad,€ 495.000,328 m²,144 m²,1998,Bestaande bouw,"Villa, geschakelde woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,,Achtertuin,1.035
Uitloop 12,Oud-Beijerland,€ 399.500,149 m²,135 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,5.050
Kreitenmolenstraat 171,Udenhout,€ 649.000,511 m²,216 m²,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan drukke weg en in centrum,Achtertuin en voortuin,
Mettingenlaan 22,Raalte,€ 395.000,161 m²,143 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",A,"Aan water, in centrum en in woonwijk",Achtertuin,1.515
Krayenhofflaan 26,Nijmegen,€ 775.000,254 m²,234 m²,1882,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",9.080
Rijksstraatweg 317 a,Leersum,€ 995.000,876 m²,215 m²,1990,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met leisteen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan bosrand en vrij uitzicht,Tuin rondom,€ 4.141
Vissersdijk 67,Dordrecht,€ 690.000,165 m²,120 m²,2001,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,"Aan rustige weg, in woonwijk en landelijk gelegen",,510
Kuikensweg 175,Beverwijk,€ 349.000,130 m²,95 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",2.265
Crayenestersingel 23,Heemstede,€ 1.275.000,369 m²,181 m²,1935,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,F,"Aan water, in centrum en in woonwijk",Tuin rondom,5.160
Huigsloterdijk 381,Buitenkaag,€ 1.350.000,825 m²,159 m²,2002,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan vaarwater en vrij uitzicht,Tuin rondom,485
Frida Katzpad 16,Woerden,€ 625.000,139 m²,127 m²,2019,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.180
Schoof 51,Malden,€ 385.000,181 m²,131 m²,1982,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,6.065
IJsland 24,Noord-Scharwoude,€ 425.000,126 m²,116 m²,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.020
Zijlweg 101,Haarlem,€ 475.000,89 m²,86 m²,,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan drukke weg, in centrum en vrij uitzicht",Achtertuin en zonneterras,2.115
Burgemeester van Woelderenlaan 2,Vlissingen,€ 699.000,445 m²,170 m²,1927,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,E,"Beschutte ligging, in centrum, in woonwijk en vrij uitzicht",Tuin rondom,1.115
Kornet 4,Hilvarenbeek,€ 535.000,275 m²,172 m²,1976,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.005
Langestraat 52,Zaandam,€ 310.000,113 m²,95 m²,1897,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,G,In woonwijk,Achtertuin,4.260
Hendric Stevinlaan 28,Emmeloord,€ 320.000,408 m²,143 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in centrum en in woonwijk",Achtertuin en voortuin,1.230
De Boekweit 29,Heesch,€ 400.000,259 m²,119 m²,1989,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,440
Romeinenstraat 36,Kerkrade,€ 275.000,448 m²,169 m²,1935,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen en een kelder,G,In woonwijk,Achtertuin,2.505
Seringenstraat 1,Siebengewald,€ 469.000,1.080 m²,186 m²,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",1.435
Sportlaan 207,Den Haag,€ 1.050.000,318 m²,169 m²,1930,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,F,In woonwijk,"Achtertuin, voortuin en zijtuin",5.330
Vrouwe Lideweysingel 38,Maasland,€ 450.000,199 m²,132 m²,1963,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.170
Bosscheweg 93,Tilburg,€ 895.000,822 m²,188 m²,1990,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met kunststof en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"In bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,180
Speulhofsbaan 20,Meterik,€ 515.000,625 m²,165 m²,1993,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,715
Molmerlaan 42,Oudenbosch,€ 325.000,156 m²,91 m²,1993,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,In woonwijk,Patio/atrium,2.010
Kapelstraat 113,Breda,€ 675.000,808 m²,123 m²,1954,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,G,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Tuin rondom,5.155
Tussenlanen 20,Bergambacht,€ 2.600.000,45.245 m²,322 m²,2000,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,145
Heenweg 80,'s-Gravenzande,€ 550.000,304 m²,133 m²,1972,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,680
Zweder van Zuylenlaan 2,Werkhoven,€ 400.000,153 m²,108 m²,1968,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en voortuin,1.965
Stationsstraat 97,Putten,€ 825.000,1.260 m²,161 m²,1957,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,5 woonlagen,E,"Aan rustige weg, beschutte ligging, in woonwijk en open ligging","Achtertuin, voortuin en zijtuin",4.240
Oeverland 69,Spierdijk,€ 450.000,233 m²,147 m²,2002,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,755
Hugo de Grootstraat 15,Veenendaal,€ 439.500,171 m²,131 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.515
Beethovenlaan 3,Hilversum,€ 1.385.000,990 m²,201 m²,1925,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,Niet verplicht,In woonwijk,Tuin rondom,1.290
Kapitein Nemostraat 112,Tilburg,€ 325.000,226 m²,106 m²,1930,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Mansarde dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,,Achtertuin,505
Nieuwe Erf 8,Vortum-Mullem,€ 750.000,7.837 m²,156 m²,1948,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom en zijtuin,215
Landauer 17,Hasselt,€ 400.000,303 m²,137 m²,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.505
Beurréperenlaan 5,Vleuten,€ 499.000,108 m²,115 m²,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.035
C.H. Moensstraat 32,Beverwijk,€ 375.000,109 m²,117 m²,1928,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.665
